13,15,1921/11/13,7988
11,12,1921/11/13,7988
8,32,1921/12/18,8023
31,37,1921/12/18,8023
11,10,1922/1/15,8051
17,7,1922/1/15,8051
3,1,1922/2/4,8071
17,13,1922/2/26,8093
1,4,1922/3/4,8099
2,3,1922/3/13,8108
10,12,1922/3/26,8121
16,14,1922/3/26,8121
2,1,1922/4/8,8134
10,23,1922/4/15,8141
12,23,1922/4/17,8143
7,16,1922/4/23,8149
11,31,1922/4/30,8156
8,7,1922/4/30,8156
12,10,1922/5/7,8163
32,8,1922/5/14,8170
17,10,1922/5/21,8177
19,4,1922/5/25,8181
15,32,1922/5/28,8184
20,15,1922/6/5,8192
33,35,1922/6/8,8195
7,14,1922/6/11,8198
23,13,1922/6/11,8198
19,11,1922/6/11,8198
8,14,1922/6/15,8202
34,39,1922/6/17,8204
34,39,1922/6/24,8211
33,13,1922/6/28,8215
16,8,1922/7/2,8219
34,39,1922/7/8,8225
15,8,1922/7/9,8226
20,8,1922/7/13,8230
20,28,1922/8/11,8259
15,13,1922/8/13,8261
15,19,1922/8/23,8271
20,19,1922/8/26,8274
35,32,1922/9/3,8282
19,23,1922/9/10,8289
24,18,1922/9/17,8296
18,6,1922/9/23,8302
7,8,1922/9/24,8303
24,26,1922/9/24,8303
36,28,1922/9/24,8303
19,15,1922/9/24,8303
9,18,1922/9/28,8307
24,6,1922/10/1,8310
23,15,1922/10/1,8310
33,32,1922/10/1,8310
18,26,1922/10/5,8314
9,6,1922/10/8,8317
26,6,1922/10/12,8321
24,9,1922/10/15,8324
9,26,1922/10/18,8327
2,4,1922/10/21,8330
9,18,1922/10/22,8331
24,26,1922/10/22,8331
24,9,1922/10/22,8331
24,26,1922/10/29,8338
6,9,1922/11/12,8352
14,12,1922/11/19,8359
8,7,1922/11/26,8366
17,14,1922/12/3,8373
6,9,1922/12/10,8380
9,6,1922/12/17,8387
37,31,1922/12/17,8387
30,42,1923/1/1,8402
17,16,1923/1/1,8402
30,42,1923/1/4,8405
30,42,1923/1/7,8408
14,7,1923/1/21,8422
31,11,1923/1/28,8429
10,31,1923/2/4,8436
10,11,1923/2/25,8457
4,1,1923/3/3,8463
17,8,1923/3/4,8464
3,2,1923/3/5,8465
14,8,1923/3/11,8471
1,3,1923/3/17,8477
2,10,1923/3/19,8479
12,11,1923/4/2,8493
1,2,1923/4/14,8505
3,4,1923/4/14,8505
7,17,1923/4/15,8506
11,14,1923/4/22,8513
12,10,1923/4/29,8520
7,8,1923/5/6,8527
13,23,1923/5/6,8527
11,2,1923/5/10,8531
16,12,1923/5/10,8531
9,26,1923/5/20,8541
15,2,1923/5/21,8542
38,46,1923/5/22,8543
25,38,1923/5/24,8545
15,2,1923/5/24,8545
9,26,1923/5/25,8546
13,17,1923/5/27,8548
32,33,1923/6/3,8555
14,16,1923/6/3,8555
39,34,1923/6/9,8561
35,33,1923/6/10,8562
15,7,1923/6/10,8562
39,34,1923/6/16,8568
23,14,1923/6/17,8569
19,20,1923/6/17,8569
15,20,1923/6/20,8572
19,14,1923/6/21,8573
9,6,1923/6/24,8576
40,28,1923/6/24,8576
15,16,1923/6/29,8581
39,34,1923/6/30,8582
35,13,1923/7/1,8583
9,6,1923/7/15,8597
6,9,1923/7/22,8604
28,36,1923/7/24,8606
16,20,1923/8/12,8625
7,20,1923/8/15,8628
8,20,1923/8/19,8632
32,35,1923/9/2,8646
19,15,1923/9/16,8660
28,22,1923/9/18,8662
20,32,1923/9/23,8667
8,7,1923/9/23,8667
28,32,1923/9/25,8669
23,19,1923/9/30,8674
28,20,1923/9/30,8674
6,9,1923/9/30,8674
15,23,1923/10/14,8688
4,2,1923/10/20,8694
41,35,1923/10/26,8700
13,33,1923/10/28,8702
11,19,1923/10/28,8702
8,15,1923/10/28,8702
9,26,1923/10/29,8703
10,2,1923/11/1,8706
32,15,1923/11/1,8706
16,19,1923/11/4,8709
6,26,1923/11/4,8709
24,26,1923/11/11,8716
9,24,1923/11/18,8723
24,26,1923/11/22,8727
12,14,1923/11/25,8730
6,18,1923/11/25,8730
6,24,1923/11/25,8730
9,24,1923/12/2,8737
9,18,1923/12/2,8737
6,9,1923/12/2,8737
9,24,1923/12/9,8744
42,30,1923/12/9,8744
42,30,1923/12/12,8747
42,30,1923/12/16,8751
31,37,1923/12/16,8751
11,10,1924/1/13,8779
16,7,1924/1/13,8779
17,7,1924/1/20,8786
33,7,1924/2/10,8807
3,1,1924/2/16,8813
1,4,1924/3/1,8827
2,3,1924/3/3,8829
17,31,1924/3/9,8835
4,3,1924/3/15,8841
12,10,1924/3/23,8849
14,11,1924/3/23,8849
43,61,1924/4/6,8863
8,17,1924/4/6,8863
2,1,1924/4/12,8869
12,16,1924/4/21,8878
14,23,1924/4/21,8878
10,12,1924/4/27,8884
8,7,1924/5/4,8891
26,9,1924/5/15,8902
11,2,1924/5/17,8904
26,9,1924/5/18,8905
15,32,1924/5/18,8905
14,8,1924/5/18,8905
7,35,1924/5/20,8907
7,47,1924/5/21,8908
9,6,1924/5/25,8912
6,9,1924/5/25,8912
44,40,1924/5/27,8914
11,8,1924/6/4,8922
39,27,1924/6/7,8925
32,5,1924/6/10,8928
39,27,1924/6/14,8932
23,15,1924/6/15,8933
19,16,1924/6/15,8933
20,41,1924/6/17,8935
28,41,1924/6/19,8937
7,44,1924/6/22,8940
36,41,1924/6/22,8940
39,27,1924/6/23,8941
39,27,1924/6/28,8946
32,41,1924/6/29,8947
15,44,1924/6/29,8947
39,27,1924/7/12,8960
15,28,1924/7/25,8973
39,27,1924/7/26,8974
20,15,1924/7/28,8976
32,20,1924/8/10,8989
36,20,1924/8/14,8993
20,19,1924/8/23,9002
28,40,1924/8/24,9003
13,35,1924/8/31,9010
16,15,1924/8/31,9010
8,32,1924/8/31,9010
7,8,1924/9/14,9024
20,28,1924/9/14,9024
19,23,1924/9/14,9024
8,16,1924/9/21,9031
15,19,1924/9/21,9031
6,9,1924/9/21,9031
4,98,1924/9/24,9034
33,13,1924/9/28,9038
9,6,1924/10/2,9042
23,10,1924/10/5,9045
9,26,1924/10/12,9052
36,28,1924/10/18,9058
6,18,1924/10/19,9059
2,4,1924/10/22,9062
9,18,1924/10/25,9065
6,26,1924/10/26,9066
18,26,1924/11/1,9072
12,98,1924/11/2,9073
6,9,1924/11/2,9073
7,15,1924/11/9,9080
10,11,1924/11/11,9082
17,15,1924/11/16,9087
22,41,1924/11/16,9087
16,17,1924/11/23,9094
2,10,1924/12/8,9109
16,14,1924/12/14,9115
31,7,1924/12/21,9122
1,3,1925/2/14,9177
4,1,1925/2/28,9191
3,2,1925/2/28,9191
10,12,1925/3/15,9206
7,14,1925/3/22,9213
45,48,1925/3/22,9213
17,11,1925/3/22,9213
8,14,1925/3/25,9216
45,48,1925/3/26,9217
45,48,1925/3/29,9220
12,16,1925/3/29,9220
1,2,1925/4/4,9226
41,47,1925/4/10,9232
3,4,1925/4/18,9240
11,7,1925/4/19,9241
14,12,1925/4/19,9241
35,41,1925/5/1,9253
12,10,1925/5/3,9255
7,8,1925/5/5,9257
41,22,1925/5/15,9267
38,25,1925/5/20,9272
11,2,1925/5/21,9273
8,10,1925/5/21,9273
46,38,1925/5/22,9274
13,7,1925/5/24,9276
14,10,1925/5/24,9276
47,35,1925/5/31,9283
14,31,1925/6/1,9284
19,20,1925/6/7,9290
15,20,1925/6/9,9292
31,17,1925/6/14,9297
15,23,1925/6/14,9297
37,17,1925/6/18,9301
23,19,1925/6/21,9304
15,16,1925/6/21,9304
20,16,1925/6/26,9309
27,5,1925/6/27,9310
40,28,1925/6/28,9311
28,20,1925/7/5,9318
15,7,1925/7/5,9318
9,26,1925/7/9,9322
20,7,1925/7/10,9323
9,26,1925/7/12,9325
15,8,1925/7/12,9325
6,26,1925/7/14,9327
6,26,1925/7/18,9331
32,8,1925/7/19,9332
20,36,1925/8/9,9353
26,6,1925/8/15,9359
26,6,1925/8/19,9363
19,15,1925/8/23,9367
26,6,1925/8/23,9367
28,36,1925/8/26,9370
20,32,1925/8/30,9374
8,7,1925/9/20,9395
36,40,1925/9/20,9395
7,31,1925/9/27,9402
23,20,1925/9/27,9402
41,32,1925/10/2,9407
8,31,1925/10/4,9409
13,8,1925/10/11,9416
4,2,1925/10/24,9429
12,23,1925/10/25,9430
14,16,1925/10/25,9430
13,33,1925/10/28,9433
3,1,1925/10/31,9436
32,15,1925/11/1,9437
17,33,1925/11/4,9440
8,17,1925/11/8,9444
14,7,1925/11/8,9444
5,27,1925/11/8,9444
9,26,1925/11/29,9465
24,26,1925/12/6,9472
9,24,1925/12/13,9479
10,7,1925/12/13,9479
24,26,1925/12/17,9483
9,26,1925/12/20,9486
9,24,1925/12/25,9491
17,13,1926/1/17,9514
45,61,1926/1/24,9521
45,61,1926/1/31,9528
45,61,1926/2/7,9535
4,3,1926/2/13,9541
10,8,1926/2/14,9542
45,61,1926/2/14,9542
1,4,1926/2/27,9555
2,3,1926/3/1,9557
48,61,1926/3/3,9559
7,13,1926/3/14,9570
10,12,1926/3/14,9570
17,58,1926/3/21,9577
12,14,1926/3/28,9584
11,10,1926/4/11,9598
2,1,1926/4/17,9604
11,37,1926/4/18,9605
16,12,1926/4/18,9605
14,17,1926/4/18,9605
11,14,1926/4/25,9612
35,47,1926/4/25,9612
49,54,1926/5/1,9618
8,7,1926/5/2,9619
12,10,1926/5/2,9619
49,54,1926/5/3,9620
41,35,1926/5/7,9624
17,14,1926/5/9,9626
10,2,1926/5/24,9641
9,26,1926/5/29,9646
7,11,1926/5/30,9647
33,47,1926/5/30,9647
9,26,1926/6/3,9651
20,19,1926/6/6,9654
8,13,1926/6/6,9654
15,19,1926/6/9,9657
23,12,1926/6/13,9661
28,40,1926/6/13,9661
11,33,1926/6/13,9661
15,13,1926/6/13,9661
10,11,1926/6/20,9668
20,23,1926/6/20,9668
16,15,1926/6/20,9668
33,13,1926/6/28,9676
13,15,1926/7/3,9681
32,28,1926/7/4,9682
15,17,1926/7/18,9696
36,15,1926/7/20,9698
28,15,1926/7/23,9701
20,15,1926/7/26,9704
32,20,1926/8/8,9717
36,20,1926/8/12,9721
8,32,1926/8/20,9729
40,36,1926/8/21,9730
20,28,1926/9/5,9745
32,41,1926/9/12,9752
7,8,1926/9/19,9759
36,28,1926/9/19,9759
19,23,1926/9/19,9759
13,7,1926/9/28,9768
23,15,1926/10/3,9773
15,32,1926/10/3,9773
33,35,1926/10/3,9773
7,14,1926/10/10,9780
18,50,1926/10/12,9782
9,50,1926/10/16,9786
18,6,1926/10/17,9787
9,26,1926/10/20,9790
2,4,1926/10/20,9790
50,26,1926/10/23,9793
9,6,1926/10/24,9794
50,6,1926/10/28,9798
13,17,1926/10/28,9798
1,3,1926/10/30,9800
18,9,1926/10/31,9801
12,16,1926/10/31,9801
26,6,1926/11/1,9802
18,26,1926/11/3,9804
5,27,1926/11/6,9807
7,15,1926/11/7,9808
8,15,1926/11/14,9815
48,45,1926/11/20,9821
16,14,1926/12/12,9843
31,8,1926/12/19,9850
37,8,1926/12/26,9857
10,13,1927/1/2,9864
14,17,1927/1/30,9892
3,2,1927/2/12,9905
17,13,1927/2/20,9913
4,1,1927/2/26,9919
